pushup%20(1)_jpg.rf.f7e0f03af0378dd9180adc2528ff30b9.jpg,201.98615,82.990974,-416.78955,208.23239,75.06914,-413.49374,210.94095,74.341644,-413.4852,213.40007,73.40192,-413.53384,200.07503,73.21983,-421.535,196.91689,70.918816,-421.64117,193.59694,68.38286,-421.70154,214.63934,65.0606,-339.25024,184.2526,58.239487,-377.4723,202.34302,87.24775,-383.5367,194.48897,84.81854,-394.46295,222.56073,82.95247,-241.64519,149.58395,73.20235,-335.24182,209.84189,152.754,-208.49925,116.68661,159.93106,-348.25668,217.33765,228.03987,-237.05862,112.77159,237.16498,-367.76434,227.79462,239.89345,-254.06355,106.80423,248.0883,-398.63724,222.91458,244.845,-273.65933,116.464195,252.2053,-406.5343,218.36378,240.35837,-246.51245,118.70379,246.77441,-372.0639,173.19038,152.78018,26.199411,135.73409,155.21748,-26.391071,169.77591,177.03854,277.8961,123.80243,182.94777,176.0353,141.24039,146.88434,482.16074,107.30792,149.36491,410.73627,135.48367,139.62563,504.50452,102.68857,140.16719,435.72375,138.08868,154.7344,491.11688,106.1534,163.03726,407.61914
pushup%20(10)_jpg.rf.2b3a5660d296b76af7a4acf25fe79c64.jpg,218.77115,115.87694,-456.22137,222.64645,109.27066,-456.87946,225.8256,107.867294,-456.8928,228.59433,106.20616,-456.96387,213.92085,109.64975,-455.6862,211.34102,108.663605,-455.72284,208.87662,107.486176,-455.74435,232.8293,95.7937,-394.10648,204.2781,96.60318,-389.51382,224.57309,116.674835,-426.91708,214.56657,116.86789,-425.68033,262.47678,105.58634,-325.99133,187.67484,112.674446,-298.2537,276.58926,191.57964,-323.0508,184.29222,183.73769,-280.05008,279.64923,267.53543,-340.67343,173.69815,252.01569,-309.65726,286.81915,278.8633,-372.67596,165.68454,265.12274,-336.23874,278.10205,281.4386,-386.78516,171.32726,267.4505,-356.24103,275.623,276.70447,-348.41327,176.32233,262.97717,-319.56122,255.61037,160.29005,-12.619339,217.595,154.37207,12.606332,245.8761,196.82207,186.1124,224.60054,191.53398,220.22063,259.39185,178.1211,424.91718,229.8119,177.95474,447.2261,260.70892,171.54253,448.9115,233.27977,175.7213,470.6489,262.96988,192.32057,420.98077,230.30006,191.58904,439.9321
pushup%20(100)_jpg.rf.f02424a645f627bbed972a284be17db8.jpg,290.87405,91.701256,-140.95578,289.81616,80.912544,-129.4599,289.14255,79.84642,-129.53917,288.24622,78.53903,-129.61649,288.4128,81.065285,-158.34966,287.0083,80.18764,-158.36383,285.55832,79.15611,-158.39938,275.0589,72.41815,-81.10956,272.91595,74.37736,-213.01204,284.23236,98.44426,-120.5349,282.31302,98.11469,-158.52855,237.45964,105.83432,-7.691832,218.6628,116.29202,-255.52086,222.4805,173.07683,27.047844,190.43613,200.50359,-279.7275,231.85274,236.85133,9.98382,188.50475,305.76685,-280.67496,241.0154,249.473,17.06838,185.3577,304.85004,-315.95215,241.26414,252.54498,-13.286311,196.19823,306.5461,-304.63,235.97134,249.03519,-3.1433523,195.1728,299.64157,-278.19406,157.39201,182.81364,61.489014,139.03455,198.68314,-61.437584,110.62606,168.08311,204.07397,46.21871,224.85834,-44.936687,40.57067,167.22867,341.87665,-28.152475,192.49602,59.33287,29.829857,164.75508,356.46765,-37.263992,182.84032,70.58423,23.209152,176.49,365.19275,-44.885715,201.96445,48.812424
pushup%20(1000)_jpg.rf.12d01bf0498efb8fec4ca45bd13170de.jpg,332.2199,143.42624,-78.66312,336.66855,137.0958,-71.25249,336.6465,136.07382,-71.327126,336.6905,134.76,-71.41201,336.3535,135.82724,-91.00922,336.12393,134.04652,-91.010056,335.85538,131.86043,-91.037445,332.16998,123.38384,-28.659975,330.75003,121.261955,-118.6837,323.84534,142.05124,-60.24542,322.8661,140.49265,-86.559235,290.7653,145.41562,23.58622,290.88858,119.93817,-150.29791,281.7402,210.93524,35.43153,283.96286,190.28882,-174.9984,275.6256,299.7041,6.1727214,290.23657,273.0201,-174.78912,284.0785,312.4664,2.6172721,285.23447,300.8889,-197.7848,285.4572,313.9892,-17.11607,290.6463,311.78046,-191.14009,280.5173,310.19852,-3.621382,286.72617,304.85712,-172.63486,209.8171,188.8952,45.000603,202.3137,164.80104,-45.036163,154.79318,234.62029,40.442627,143.45848,219.44835,-122.456955,78.68148,252.96802,89.70139,68.05765,264.35614,-140.13231,60.395557,250.37457,93.05071,53.827293,262.5866,-145.28876,70.25745,280.73795,63.261158,63.638664,309.4276,-206.77937
pushup%20(1002)_jpg.rf.3d26c651d83e4e5dbbe4057243adeb88.jpg,323.64273,117.67012,-277.62518,330.3536,105.29222,-269.43982,330.99667,103.44413,-269.57443,331.59476,101.29605,-269.80493,327.6911,103.7467,-295.17,326.294,101.08078,-295.29648,324.62793,98.04189,-295.3158,322.51303,84.343216,-212.83453,311.9481,80.614914,-325.7888,313.02475,118.29262,-252.09709,308.43845,115.49945,-284.46317,289.68597,104.19618,-141.49548,237.57889,93.01157,-337.80765,265.9945,218.47899,-121.92487,204.6688,227.46175,-362.51474,265.947,326.52386,-187.56969,201.21654,361.85617,-365.89117,279.73312,342.70148,-208.43015,212.30545,382.16452,-412.2797,278.00458,345.5768,-240.363,226.32497,377.75742,-406.70938,271.89886,341.03003,-204.06938,226.0021,369.58322,-367.04367,149.22072,182.74016,48.364223,117.09591,169.52013,-48.325233,65.51941,225.41405,186.16353,43.29794,221.38316,72.39781,15.234827,238.64926,351.14978,0.26658916,247.1515,228.62277,8.86444,239.01495,366.94012,-6.55062,244.48514,240.88857,8.994393,266.29565,341.3544,-4.651642,273.29196,187.95972
pushup%20(1004)_jpg.rf.93bbdf57c0f14c5f654bbdd0132a9cab.jpg,320.18683,121.07341,-298.92868,327.71655,109.744415,-290.2836,328.27612,108.239716,-290.38443,328.8535,106.27427,-290.6039,325.1028,107.48278,-314.65405,323.73325,104.5628,-314.7626,322.0377,101.231514,-314.7547,320.09662,87.174835,-228.69014,310.0702,83.34418,-335.27008,310.10538,121.50902,-271.7903,305.4605,117.60124,-302.3595,286.77267,111.30055,-147.35544,234.96782,92.16155,-340.37457,262.90857,229.5105,-123.89165,203.51617,228.91374,-354.7594,261.76132,331.78967,-173.0066,199.27083,361.24664,-353.4894,273.37747,345.747,-189.83502,207.82782,382.89896,-398.61163,273.19217,347.9471,-221.90489,221.44798,379.4624,-393.15045,267.5506,343.8937,-188.98178,219.34286,371.5541,-354.95798,152.7136,176.79718,51.16427,118.36867,157.7887,-51.1519,78.66492,227.86415,183.1048,44.940285,218.44034,65.737404,23.881271,231.64995,342.89883,-3.7270288,245.20364,210.24008,14.660904,225.62764,358.84332,-7.350648,239.75487,221.22462,15.702087,270.154,339.0272,-1.7114248,280.69568,167.99219
pushup%20(1006)_jpg.rf.b1da98f73cebd54ea70124a36e1ec879.jpg,286.45154,122.74157,-26.722446,293.56445,114.85413,-16.436522,293.1682,113.58769,-16.638601,292.8452,111.89063,-16.845058,293.72443,112.20442,-43.495167,293.38492,109.478386,-43.389996,293.02975,106.31485,-43.508743,285.07025,92.69649,43.975353,284.32343,87.29233,-80.6936,274.1522,120.74384,-0.8042922,273.62622,117.43789,-37.197704,224.42738,125.70126,101.38029,231.72952,74.87896,-128.87726,207.10564,228.48976,126.25465,215.2333,176.2522,-154.18849,197.31323,347.59613,99.21592,220.41594,301.04324,-133.363,209.71863,365.36758,91.731415,223.81117,323.2229,-157.37079,211.60304,367.58264,65.90578,232.25496,322.87994,-153.40628,204.04181,362.29492,86.4255,228.86034,315.99545,-131.38559,100.19773,191.29439,55.03811,88.92778,148.06723,-54.785927,9.991942,250.58318,-4.110547,4.5419154,225.69682,-142.7099,-119.670395,266.86212,77.50754,-118.56779,229.22308,-65.41033,-132.0697,262.7239,82.354904,-131.95052,220.87646,-58.198555,-152.33289,285.48657,18.638935,-153.3239,246.52155,-125.46337
pushup%20(1007)_jpg.rf.6ac5e552b2e1cab83b7c307de863f08a.jpg,325.64844,138.20695,-108.00777,331.0544,132.12285,-101.937584,330.93893,130.949,-102.01888,330.88763,129.49487,-102.1181,330.97345,130.9773,-123.857376,330.73105,129.23203,-123.87564,330.49084,127.38747,-123.908455,324.2397,116.1328,-59.275845,323.56506,114.30637,-158.61595,316.83575,136.47974,-88.78831,316.2664,134.91289,-117.652695,282.01016,128.67801,2.1140828,275.661,105.76435,-189.27133,271.58243,208.27379,10.86073,270.18262,187.59152,-212.59459,272.03232,283.8419,-19.70924,267.3975,254.99277,-203.27238,277.69775,321.72983,-22.604523,281.71994,286.5727,-229.45525,278.5564,323.27075,-44.885254,288.88565,285.09915,-220.02898,270.9855,317.16904,-30.874321,285.09244,280.50616,-200.56082,189.72194,180.42331,52.588856,178.39008,156.86557,-52.604435,116.01419,226.4806,88.64638,105.14564,220.28596,-69.61747,45.534874,257.42,143.06734,31.334003,273.75262,-67.458206,27.714933,255.58273,146.78375,17.842592,272.68085,-72.0477,42.385406,296.56534,115.118576,28.669796,323.04813,-137.97055
pushup%20(1008)_jpg.rf.19e974789480bc61cb2a23e727a0d1cb.jpg,339.6112,162.29706,-135.759,345.44067,156.052,-130.40237,345.41705,154.90517,-130.45134,345.3673,153.43834,-130.53052,345.21008,154.85426,-152.10443,345.0005,152.8893,-152.13261,344.73337,150.68996,-152.13394,339.7187,139.4191,-88.93464,338.79816,136.72066,-186.83981,330.13208,161.40262,-117.08891,329.8382,159.2469,-145.46922,294.68994,154.99382,-24.581635,288.27,129.63799,-214.78336,273.05713,211.60583,-2.9250333,266.79227,217.08984,-236.15692,277.54504,280.5916,-24.711779,264.19623,318.97177,-226.33394,277.721,311.642,-29.39629,275.44415,331.80493,-256.3368,286.2237,288.0893,-53.933277,279.88956,331.3977,-246.06992,272.98123,316.3982,-36.548805,274.8915,328.1116,-223.56798,200.72061,203.30225,47.881622,190.70653,178.36327,-47.858936,132.85788,244.8834,75.152,120.982185,230.73438,-55.970963,56.137283,259.64023,133.80075,43.608574,267.75824,-30.583681,39.37921,253.89328,137.61357,28.376875,262.74734,-32.656887,50.04197,295.14078,105.24735,32.541138,316.42834,-93.56789
pushup%20(101)_jpg.rf.89adccf430d52b9ef8e16a6347410893.jpg,267.68497,103.56673,-164.29567,266.29205,92.918564,-153.82967,265.6905,91.76585,-153.89612,264.99808,90.387726,-153.98875,265.0134,93.067665,-183.68431,263.68433,92.0582,-183.72905,262.2309,90.80782,-183.80177,253.04288,84.716156,-99.581795,249.33066,85.228714,-236.11632,261.44016,109.21091,-140.76605,259.85748,109.13535,-179.91408,221.46243,113.27851,-9.153845,200.4609,124.578606,-281.0335,200.12236,177.52219,46.55772,166.84018,205.0494,-289.09787,210.89621,244.20874,37.10658,161.72377,274.5255,-279.25558,218.61911,254.10597,41.602276,156.37016,288.38507,-313.32874,220.51562,256.11847,9.459196,166.2375,289.7104,-311.06943,215.61314,253.3726,22.936293,168.07928,284.24304,-279.33926,135.77094,189.63066,77.95234,122.116035,201.79857,-77.86691,81.74543,195.41183,220.50934,34.736,242.6448,-74.5545,35.418556,169.59299,356.99344,14.587559,184.55713,105.08743,29.951107,166.3764,371.86746,16.242352,174.64496,124.81597,28.119993,167.80533,379.90982,10.828606,182.235,122.32749
